COD,VALOR_UNIDADE
535-6333-006,53.0
535-6341-138,38.47
535-6342-060,48.18
535-6351-008,311.75
535-6356-401,173.42
535-6357-401,233.21
535-6368-006,125.23
535-6369-108,269.55
535-6430-979,395.97
535-6443-190,92.02874999999999
535-6446-042,66.3
535-6455-008,23.03
535-6457-006,29.369999999999997
535-6469-008,58.46
535-6501-042,15.31
535-6505-008,14.363333333333335
535-6507-060,14.97
535-6511-006,39.13
535-6511-190,53.41
535-6553-060,361.9
535-6558-010,26.99
535-6559-008,34.99
535-6564-042,13.97
535-6565-010,14.525
535-6566-867,13.97
535-6567-128,13.970000000000002
535-6568-008,13.97
535-6569-060,13.97
535-6570-138,13.970000000000002
535-6571-266,13.97
535-6679-006,11.0
535-6693-006,239.58
535-6695-006,240.6725
535-6705-010,130.62714285714284
535-6712-387,115.43333333333334
535-6741-010,299.99
535-6742-460,29.899999999999995
535-6750-008,212.03
535-6790-010,129.9
535-6879-060,141.69
535-6889-010,19.98
535-6893-010,18.0
535-6910-006,40.0
535-6912-030,438.77
535-6932-010,50.0
535-6937-006,27.0
535-6944-240,41.04
535-6953-006,63.0
535-6963-392,160.01
535-6965-006,22.951999999999998
535-6984-460,37.8
535-6986-460,89.64
535-7027-004,231.72
535-7030-460,20.52
535-7052-240,378.0
535-7069-008,284.32
535-7073-879,858.17
535-7076-879,665.77
535-7086-068,102.29
535-7087-244,149.72
535-7088-010,342.55
535-7098-006,271.89
535-7099-006,293.62
535-7117-392,151.0
535-7122-240,396.09
535-7132-392,255.55
535-7135-060,940.5
535-7169-010,67.41
535-7173-006,129.6
535-7220-010,89.21
535-7241-006,32.0
535-7251-460,101.25
535-7259-008,17.32
535-7335-006,22.89
535-7363-102,56.93
535-7369-284,74.75
535-7397-460,46.0
535-7428-006,247.91
535-7445-008,1456.28
535-7447-006,123.25
535-7469-006,248.83
535-7472-008,23.4
535-7484-016,26.0
535-7551-460,19.9
535-7552-060,13.49
535-7554-008,15.9
535-7556-010,15.9
535-7563-014,45.77
535-7589-006,367.53
535-7655-190,79.9
535-7660-006,56.739999999999995
535-7682-006,275.65
535-7689-008,153.91
535-7693-006,48.565
535-7695-172,64.26
535-7698-172,82.63
535-7706-172,82.306
535-7707-014,45.57
535-7717-006,125.35
536-8431-006,1301.0349999999999
536-8464-060,134.9
536-8472-008,200.47
536-8484-108,1429.9
536-8488-006,803.41
536-8494-006,76.05000000000001
536-8498-006,83.79
536-8514-010,364.579
536-8515-010,504.04
536-8522-006,275.71
536-8525-006,91.11
536-8529-060,91.11
536-8537-008,1198.0
536-8538-006,859.9
536-8557-008,83.06
536-8566-006,91.16
536-8570-072,93.78
536-8586-008,298.88
536-8587-010,357.61
536-8595-008,233.69
536-8596-010,479.57
536-8601-008,79.5
536-8619-198,467.54
536-8640-118,1455.0
536-8642-010,363.39
536-8660-006,189.9
536-8675-006,146.2
536-8677-010,502.65
536-8712-016,868.34
536-8770-008,344.25
536-8786-016,658.59
536-8787-006,658.59
536-8801-060,1098.0
537-4527-042,439.11
537-4532-350,465.645
537-4539-010,146.56
537-4561-006,36.09
537-4564-016,104.8
537-4566-042,362.95
537-4605-042,269.9
537-4606-042,99.9
537-4633-010,35.46
537-4638-006,7.88
537-4641-006,68.84
537-4645-006,36.41
537-4661-042,42.55
540-2004-833,23.03
540-2005-006,59.9
540-2014-006,84.33500000000001
540-2021-006,129.99
540-2027-006,99.99
540-2077-024,99.98
540-2080-006,174.45
540-2086-178,178.08
540-2090-006,96.45
540-2114-006,56.2
540-2123-026,139.9
540-2125-118,139.9
540-2129-118,139.9
540-2131-937,108.9
543-8338-018,39.9
543-8339-223,29.75
543-8584-008,98.99
543-8613-205,79.9
543-8637-006,39.9
543-8640-223,29.9
543-8652-006,29.9
543-8657-014,19.217499999999998
543-8657-030,18.99
543-8657-060,19.9
543-8657-338,19.247777777777777
543-8657-390,19.195
543-8663-014,18.064999999999998
543-8663-016,18.658333333333328
543-8663-018,18.99
543-8663-223,19.9
543-8663-338,17.996666666666666
543-8663-390,19.79
543-8665-006,39.99
543-8665-042,31.99
543-8669-016,49.14857142857143
543-8669-310,49.975
543-8691-008,49.9
543-8691-016,59.99
543-8720-016,46.93454545454545
543-8735-390,39.76444444444444
543-8736-014,37.599230769230765
543-8740-006,59.9
543-8744-016,47.60333333333333
543-8745-014,38.2175
543-8748-010,74.89444444444445
543-8748-016,50.254999999999995
543-8748-060,54.39
543-8748-310,54.69500000000001
543-8749-012,56.99
543-8749-016,38.98428571428571
543-8749-168,47.99
543-8749-266,48.44555555555556
543-8750-014,41.090526315789475
543-8752-016,42.73625
543-8752-060,59.9
543-8753-012,41.95545454545455
543-8753-014,44.7375
543-8753-016,35.84173913043479
543-8753-310,42.727222222222224
543-8753-390,35.358125
543-8753-862,39.00083333333334
543-8755-012,64.15545454545455
543-8755-016,48.512
543-8755-030,40.9
543-8755-342,48.05
543-8757-006,40.78333333333333
543-8757-010,49.550000000000004
543-8757-016,59.9
543-8757-060,40.8875
543-8757-810,49.67
543-8758-030,39.99
543-8760-014,18.99
543-8760-310,18.99
543-8761-010,59.66555555555556
543-8761-034,79.44500000000001
543-8761-168,47.81111111111112
543-8761-218,51.99
546-4042-064,14.9
546-4044-064,24.9
546-4055-064,99.9
546-4103-016,29.900000000000002
546-4111-064,14.9
546-4170-006,49.9
546-4198-064,24.9
546-4273-016,39.99
546-4283-014,39.9
548-0074-038,69.9
548-1004-016,29.9
548-1314-064,89.99
548-3009-054,9.9
548-3010-278,9.9
548-3021-064,19.9
548-3027-054,14.900000000000002
548-3207-064,69.9
548-4004-002,29.9
548-4008-064,36.56666666666666
548-9112-064,19.9
548-9122-064,11.9
548-9127-010,29.9
548-9133-006,19.9
548-9136-016,19.9
548-9264-064,14.9
548-9305-060,14.440000000000001
548-9306-292,11.9
548-9324-060,39.9
549-0001-060,51.7
549-0006-028,104.5
549-0019-014,93.5
549-0022-014,97.9
549-0028-028,75.9
549-0031-024,102.3
549-0032-028,44.9
549-0035-026,166.1
549-0038-026,78.1
549-0039-028,44.0
549-0040-028,68.2
549-0045-028,39.9
549-0063-028,59.9
549-0077-016,212.3
549-0085-028,39.9
549-0096-068,246.4
549-0109-016,85.8
549-0119-028,93.5
549-0135-040,166.1
549-0140-024,24.9
549-0196-028,137.108
549-0210-014,97.9
549-0215-014,57.166666666666664
549-0216-014,76.06
549-0231-054,99.9
549-0248-014,134.2
549-0277-114,212.3
549-0318-014,93.5
549-0337-006,126.5
549-0377-028,212.3
549-0437-002,97.9
549-4916-056,45.04545454545453
549-4917-058,59.9
549-4919-056,68.2
549-4920-054,68.2
549-4921-026,68.2
549-4922-056,38.68
549-4928-054,68.2
549-4931-026,78.1
549-4932-056,68.2
549-4935-054,68.2
549-4938-026,20.72
549-4943-056,59.9
549-4948-056,76.86
549-4949-058,39.9
549-4951-054,39.9
549-4952-026,68.2
549-4954-058,49.9
549-4955-056,75.14210526315792
549-4964-054,60.5
549-4978-056,70.4
549-4979-056,75.9
549-4982-026,70.4
549-4984-056,70.4
549-4993-056,92.4
549-5043-056,79.92500000000003
549-5045-054,114.4
549-5050-026,110.0
549-5051-056,71.2366666666667
549-5053-026,213.40000000000003
549-5060-056,213.4
549-5066-026,136.4
549-5070-056,136.4
549-5083-056,126.5
549-5085-056,90.2
549-5086-054,49.9
549-5088-056,90.2
549-5109-056,51.7
549-5110-026,51.7
549-5115-026,105.6
549-5121-056,105.6
549-5122-056,110.0
549-5128-056,105.6
549-5129-056,110.0
549-5131-056,110.0
549-5140-026,78.1
549-5158-056,203.5
549-5191-056,95.7
549-5192-054,59.9
549-5193-056,59.9
549-5197-056,89.09999999999998
549-5199-026,89.1
549-5203-056,67.3
549-5205-054,39.9
549-5207-056,61.5
549-5209-026,198.0
549-5229-056,225.5
549-5247-002,78.1
549-5307-056,159.5
549-5337-026,102.3
549-5359-026,105.6
549-5376-026,68.2
549-5408-058,213.4
549-5416-026,68.2
549-5456-058,39.9
549-5465-108,102.3
549-5596-018,110.0
549-5621-054,171.6
549-5670-026,121.0
549-5671-026,121.0
549-5682-026,51.7
549-5696-024,105.38
549-5738-026,110.0
549-5755-014,134.2
549-5780-014,134.2
549-5826-044,136.4
549-5830-068,198.0
549-5853-026,111.1
549-5868-014,110.0
549-5876-044,176.0
549-5885-114,15.99
549-5903-060,17.323333333333334
549-5956-006,121.0
549-5962-014,207.9
549-5967-014,105.38
549-5980-014,92.29
549-6055-016,68.2
549-6102-024,198.0
553-7962-014,59.9
553-7965-006,59.99
553-7966-014,38.79
553-8042-060,61.2025
553-8049-008,24.45189655172411
553-8055-014,31.9
553-8058-014,51.99
553-8059-118,99.89999999999999
553-8060-016,40.78
553-8062-016,44.201
553-8064-006,29.997222222222224
553-8064-010,23.92
553-8066-006,32.85871559633024
553-8092-060,59.9
553-8103-016,84.57333333333334
553-8104-016,127.5766666666667
553-8111-006,53.375
553-8114-014,34.9
553-8115-008,28.04714285714286
553-8119-014,43.99
553-8120-016,137.150357142857
553-8121-016,50.785714285714285
553-8122-006,37.39
553-8123-006,56.68111111111111
553-8124-016,128.9987999999998
553-8128-014,39.14625
553-8131-060,46.904210526315794
553-8133-532,50.9
553-8134-006,59.89999999999999
553-8135-014,49.89999999999999
553-8137-014,49.9
553-8138-014,49.9
553-8140-014,29.899999999999995
553-8148-006,39.9
553-8156-016,61.185
553-8158-014,47.17754716981129
553-8160-060,57.50764705882354
553-8161-014,50.51214285714286
553-8162-014,64.32677419354835
553-8164-060,69.9
553-8165-060,47.77106666666663
553-8166-014,35.5075
553-8167-014,32.99
553-8169-014,53.77571428571429
553-8171-010,119.96199999999999
553-8172-008,51.77619047619047
553-8173-008,29.164705882352926
553-8174-006,34.9
553-8175-008,39.9
553-8176-006,54.9
553-8177-006,59.9
553-8178-006,48.23333333333333
553-8180-008,44.9
553-8181-006,24.9
553-8189-012,174.99
553-8197-006,174.99
553-8198-006,189.99
553-8201-034,170.615
553-8202-034,174.99
560-0016-044,194.99
560-0016-078,201.49
560-0027-028,196.99
560-0027-114,208.35666666666668
560-0029-941,310.49
560-0030-044,310.49
560-0056-006,298.99
560-0061-006,80.99
560-0062-014,80.99
560-0064-006,94.49
560-0067-012,90.99
560-0069-002,325.84000000000003
560-0071-118,323.99
560-0074-044,142.99
560-0076-954,186.19
560-0078-078,175.49
560-0079-024,168.99
560-0080-306,178.19000000000003
560-0081-056,168.99
560-0086-044,119.69
560-0087-114,119.68999999999998
560-0089-028,116.99
560-0090-044,279.29
560-0092-114,168.99
560-0093-178,323.99
560-0094-006,175.49
560-0095-026,337.49
560-0097-008,328.74
560-0100-050,298.99
560-0102-118,319.19
563-0008-050,27.902444444444473
563-0010-050,69.685
563-0011-050,87.74
563-0012-050,178.76
563-0014-050,189.0
563-0040-008,52.2
563-0050-138,99.89
563-0052-256,134.6411111111111
563-0054-014,27.665
563-0060-026,123.77555555555558
563-0061-006,23.08
563-0091-010,13.8
563-0113-006,40.87
563-0116-006,90.98
563-0118-006,198.9
563-0129-006,123.1
563-0130-006,114.85
563-0131-006,69.9
563-0137-006,15.0
563-0142-006,40.6
563-0147-006,19.9
563-0172-018,106.02000000000002
563-0172-026,110.13999999999999
563-0173-006,12.617142857142857
563-0173-014,14.165714285714285
563-0173-060,13.83
563-0173-460,13.195
563-0174-018,8.58
563-0174-042,11.7
563-0174-060,8.665714285714285
563-0174-460,9.735999999999999
563-0176-042,63.9
563-0181-006,198.0
563-0184-289,18.763333333333332
563-0187-289,58.22
563-0188-042,84.53
563-0190-289,14.76
563-0202-006,14.370000000000001
563-0204-006,243.95
563-0210-006,99.9
563-0217-846,148.36
563-0222-888,38.1
563-0224-042,57.9
563-0234-412,108.95
563-0237-412,176.79
563-0251-010,188.445
563-0284-010,107.4725
563-0290-042,110.0
563-0292-014,60.0
563-0307-014,49.9
563-0312-138,32.99478873239436
563-0319-006,211.3
563-0403-006,16.9
563-0405-064,56.9
563-0407-206,249.9
563-0423-014,13.98
563-0423-042,14.540000000000001
563-0425-014,13.0
563-0436-006,29.1
563-0443-050,69.9
564-0001-008,89.90000000000005
564-0002-060,89.90000000000005
564-0007-014,89.895
564-0039-008,96.55333333333333
564-0041-028,109.9
564-0042-010,694.45
564-0043-206,109.9
564-0049-060,94.89999999999999
564-0077-014,99.9
566-8882-002,49.9
566-8887-030,49.9
566-8897-030,49.9
566-8899-014,49.9
566-8903-010,49.9
566-8911-002,49.9
566-8916-002,49.9
566-8921-002,49.9
566-8922-010,49.9
566-8925-014,49.9
570-0027-028,106.43076923076924
570-0033-030,38.674
570-0057-060,110.2218181818182
570-0810-010,86.81982758620678
570-1506-006,146.19599999999997
570-2703-010,121.92999999999992
570-4002-006,94.38333333333325
570-4102-006,83.49388888888888
570-9603-010,55.57333333333333
570-9604-010,39.4675
570-9606-010,56.989999999999995
570-9607-460,77.09285714285714
570-9622-006,247.25999999999993
570-9642-042,269.49
570-9651-006,499.99
570-9654-014,239.99
570-9655-010,320.23999999999995
570-9656-006,933.2933333333334
570-9657-006,154.12421052631566
575-0057-014,128.9
575-0060-888,169.0
575-0063-008,21.09
575-0065-014,354.09
575-0071-006,132.09
575-0075-006,76.59
575-0077-014,43.29
575-0098-014,187.59
575-0102-014,129.9
575-0109-008,158.99
575-0110-056,165.0
577-0020-050,189.99
577-0020-076,139.435
577-0020-234,169.9
577-0020-244,139.9
577-0061-006,169.63333333333333
578-0001-016,199.9
578-0003-016,197.845
578-0005-014,153.9
578-0005-030,144.9
578-0015-006,183.16
578-0015-014,174.9
578-0015-016,164.9
578-0028-006,154.9
578-0028-044,167.51799999999997
578-0028-068,165.89
578-0039-008,192.4
578-0042-006,192.1703225806451
578-0042-014,209.945
578-0042-030,198.7
578-0042-042,198.23333333333335
578-4101-106,79.9
578-4102-024,179.9
578-4102-056,159.9
578-4106-050,189.9
578-4106-062,199.0
578-4106-350,211.1
578-4112-274,173.02
578-4120-008,159.9
578-4122-062,199.0
578-4125-050,179.99
578-4129-399,182.47
578-4130-024,77.7
578-4132-106,106.83500000000001
578-4147-274,199.99
578-4151-006,220.0
589-0001-014,135.8988571428571
589-0001-026,146.775
589-0001-036,149.9
589-0001-040,150.28461538461545
589-0001-056,124.92250000000001
589-0002-014,185.90000000000003
589-0002-026,164.6
589-0005-006,159.9
589-0012-014,164.9
589-3354-004,189.9
589-3361-006,89.99
589-3378-006,189.9
589-3378-014,189.9
589-3378-036,189.9
589-3378-056,184.9
589-3384-004,102.21
589-3396-012,89.99
589-3399-010,159.9
589-3405-006,179.9
589-3410-006,159.9
589-3416-006,159.9
589-3437-006,139.9
589-3437-014,173.40428571428575
589-3439-010,199.9
589-3471-014,143.9
589-3485-080,143.9
589-3535-006,139.9
589-3538-006,139.9
589-3539-006,125.9
589-3540-014,153.9
589-3556-006,179.9
589-3645-006,189.9
589-3654-036,189.9
589-3659-006,229.9
589-3660-484,149.9
589-3681-026,139.9
589-3686-205,80.09
589-3687-152,135.92
589-3688-004,109.945
589-3689-006,99.93
589-3690-012,94.99
589-3691-040,99.9
589-3691-205,129.9
589-3696-008,143.382
589-3700-014,99.93
589-3700-026,89.91
589-3701-008,99.9
589-3702-014,149.9
589-3702-178,129.99
589-3703-040,139.9
589-3703-205,139.9
589-3704-006,89.47148148148145
589-3704-056,110.99
589-3704-207,92.54555555555555
589-3704-325,88.65666666666667
589-3704-396,90.56323529411758
589-3704-888,95.13285714285713
589-3716-014,159.9
589-3746-323,179.9
589-3819-469,169.9
589-3835-008,135.6
589-3836-018,133.00666666666666
589-3837-008,149.9
589-3837-010,110.00333333333333
589-3838-012,93.41
589-3839-044,173.92999999999998
589-3840-012,114.99
589-3840-188,159.945
589-3841-006,94.42333333333333
589-3842-012,159.99
589-3898-006,159.9
589-3899-012,159.9
589-3931-014,189.9
591-0033-030,270.0
591-0047-006,59.89999999999999
591-0048-026,2949.0
591-0051-178,299.0
591-0053-006,152.0
591-0054-006,76.0
591-0055-006,90.0
591-0063-006,9.0
591-0064-006,18.0
591-0069-010,349.9
591-0081-108,121.9
591-0083-483,142.9
591-0092-128,230.9
591-0110-006,89.9
591-0123-128,299.9
591-0131-006,59.9
591-0147-006,4389.0
594-0020-064,95.9
595-0543-460,69.9
595-0548-014,44.9
595-0557-833,39.9
595-0564-016,99.9
595-0645-108,399.9
595-0658-174,399.9
598-0037-006,38.30833333333334
598-0038-026,56.99
598-0122-028,147.8683333333333
598-0122-034,141.43307692307692
598-0122-040,122.90750000000001
598-0122-264,169.9
598-0122-810,150.67249999999999
598-0122-826,154.08566666666653
598-0122-853,118.3633333333333
598-8187-205,142.954
598-8720-120,229.89999999999998
598-8720-788,249.9
598-8761-014,239.9
598-8761-120,213.23333333333335
598-8772-006,144.90319277108463
598-8772-018,118.97399999999999
598-8772-026,174.73711538461527
598-8772-040,159.38357142857132
598-8772-128,136.99145011601007
598-8772-188,186.00608695652178
598-8772-234,177.6251515151515
598-8772-788,147.13799999999998
598-8974-205,191.68499999999997
598-8974-309,191.70000000000002
598-8974-879,154.13625000000005
598-8980-064,129.99
598-8983-014,285.9
598-8984-016,223.4090476190476
598-8984-219,196.92558823529404
598-8984-342,203.50300000000004
598-8984-842,226.49
598-8984-879,183.93793103448263
598-9021-030,59.9
598-9033-036,59.99
598-9336-026,146.670410958904
598-9336-203,149.30919117647073
598-9336-323,175.6009090909091
598-9414-325,135.92
598-9477-018,165.05749999999992
598-9477-040,164.91717391304334
598-9477-208,198.55
598-9477-266,169.19283333333323
598-9477-788,194.90000000000003
598-9478-188,169.9
598-9479-006,179.34777777777782
598-9479-010,184.9
598-9479-026,167.40750000000003
598-9479-188,161.91
598-9479-788,164.9
598-9489-788,169.9
598-9491-014,199.9
598-9514-006,120.704705882353
598-9514-138,119.9
598-9514-205,116.14824999999999
598-9514-879,120.52714285714288
598-9515-006,113.9
598-9515-138,119.99
598-9515-879,115.71235294117649
598-9540-004,118.0
598-9547-014,118.0
598-9569-006,42.413333333333334
598-9587-042,39.92
598-9595-014,51.913333333333334
598-9598-192,139.9
598-9603-014,39.92
598-9608-006,43.276666666666664
598-9613-014,103.99
598-9625-006,67.91499999999999
598-9631-008,119.9
598-9645-040,86.61500000000001
598-9664-014,89.9
598-9733-014,209.9
598-9733-026,209.9
598-9733-138,209.9
598-9809-931,199.88999999999993
598-9810-203,209.89
598-9811-008,161.9
598-9819-006,80.14333333333333
598-9820-006,37.32545454545454
598-9820-014,38.9
598-9821-006,38.83944444444444
598-9821-014,40.0
598-9822-018,59.9
598-9822-046,48.47142857142857
598-9823-002,41.34083333333333
598-9823-006,34.09444444444446
598-9823-012,39.39657142857144
598-9824-198,39.9
598-9824-502,35.762
598-9825-002,89.90000000000002
598-9825-006,88.23333333333333
598-9826-006,36.11684210526316
598-9826-026,37.845333333333336
598-9827-006,34.585
598-9828-006,48.695
598-9828-026,43.84809523809523
598-9829-006,59.9
598-9829-162,47.4
598-9830-032,35.81857142857143
598-9831-028,55.9
598-9832-178,45.9
598-9833-016,44.91
598-9833-026,42.14909090909091
598-9834-006,77.26333333333334
598-9834-026,89.9
598-9836-014,39.60166666666667
598-9836-018,43.41083333333332
598-9837-006,40.925000000000004
598-9837-014,30.081818181818186
598-9837-876,37.9
598-9838-006,89.0
598-9839-012,35.896800000000006
598-9840-002,35.096666666666664
598-9840-026,59.9
598-9841-006,46.84833333333333
598-9841-080,39.9
598-9842-014,41.656666666666666
598-9843-006,39.9
598-9844-006,39.9
598-9858-008,199.90000000000003
598-9859-010,199.9
598-9864-006,44.9
598-9865-006,44.9
598-9872-008,199.9
598-9963-006,217.228
598-9964-115,207.1636363636363
598-9965-134,59.9
598-9966-006,92.49999999999999
598-9993-016,159.9
598-9994-298,159.9
598-9995-002,219.9
600-8338-058,255.46272727272716
600-8338-244,231.2816666666667
600-8339-044,227.3946874999999
600-8341-024,159.07625
600-8341-058,158.65538461538466
600-8341-244,173.09521739130426
600-8341-274,174.7899999999999
600-8342-056,186.5837142857144
600-8342-058,183.70479166666655
600-8342-954,204.7259615384614
600-8350-008,209.9
600-8350-016,209.9
600-8354-014,229.90000000000006
600-8355-008,100.73333333333333
600-8356-014,269.9
600-8358-008,269.9
600-8358-451,269.90000000000003
600-8359-643,283.9
600-8360-032,100.79743589743565
600-8361-030,216.5666666666667
601-9096-001,53.0
601-9102-172,116.84
602-9231-006,384.48
602-9233-006,34.39
602-9247-006,342.17
602-9259-006,54.03
602-9264-006,61.7
602-9268-006,109.02
602-9279-006,237.64
602-9300-064,161.32
602-9302-006,1631.25
602-9303-006,399.88
602-9310-006,90.88
602-9339-306,71.9
603-4201-001,48.37
606-0040-782,189.99
606-0403-178,99.49
606-8012-274,89.99
606-8041-274,232.83
606-8087-008,399.0
606-8118-014,926.84
606-8133-178,99.0
606-8141-026,569.0
606-8154-178,299.0
606-8189-006,299.0
606-8190-006,799.9
609-5011-006,10.900000000000002
609-5011-010,10.900000000000002
609-5022-014,104.9
609-5064-818,109.9
609-5091-042,109.9
609-5092-006,114.945
609-5092-012,109.90000000000002
609-5093-024,109.8
609-5094-007,109.8
609-5102-399,129.0
609-5164-014,90.0
611-9237-006,91.89
611-9245-266,129.9
611-9280-002,229.75
611-9281-306,229.75
611-9339-006,99.9
611-9340-006,129.9
611-9344-006,549.9
611-9345-006,141.51800000000003
611-9348-006,419.9
611-9349-788,62.12222222222221
611-9350-006,69.9
611-9353-010,49.899999999999984
611-9357-008,69.9
611-9358-008,24.9
611-9360-006,259.9
611-9361-026,398.9
611-9368-060,39.99
611-9369-006,39.99
611-9370-014,49.9
613-0195-968,254.92
613-0408-A41,138.9
613-0409-861,169.99
613-0409-962,169.99
616-1040-054,19.9
616-1207-006,24.9
616-1208-060,24.9
616-1304-016,119.9
616-1342-014,16.9
616-1358-006,19.9
616-1361-016,19.9
616-1366-008,16.9
617-0001-037,173.91199999999998
617-0001-041,173.61428571428573
617-0001-069,178.4
617-0001-831,169.085
617-0001-963,170.90333333333334
617-0910-963,303.905
617-0912-799,579.9599999999999
617-0912-803,361.91
617-0916-963,169.9
617-0921-433,18.54
617-0925-B05,649.9
619-2363-016,36.98
619-2365-006,18.155
619-2370-008,13.053333333333333
619-2371-042,19.4225
623-9298-460,146.9
623-9377-460,85.9
623-9388-460,121.9
623-9419-460,48.9
623-9477-460,264.9
624-0010-888,36.9
624-9661-460,83.45
624-9719-888,74.99
624-9725-006,199.9
624-9726-006,156.5
624-9727-006,141.2
624-9753-460,158.9
624-9788-460,73.9
624-9812-460,60.9
626-4478-460,158.9
626-4533-460,48.9
629-7553-888,62.9
629-7565-006,193.99
629-7566-006,148.8007142857143
629-7567-006,124.15
629-7579-460,104.9
631-9383-460,22.9
632-5085-014,279.9
632-5101-006,189.0
632-5106-460,119.99
632-5123-460,169.9
632-5206-460,98.89
632-5211-460,169.99
632-5217-460,69.99
632-5218-460,76.89
632-5223-460,65.89
632-5232-460,54.89
632-5233-460,106.99
632-5244-460,65.89
632-5248-460,79.99
632-5256-460,89.9
632-5263-460,103.945
632-5286-460,99.99
632-5289-460,69.9
632-5298-460,54.89
632-5306-460,109.89
632-5406-460,79.9
632-5415-460,79.99
632-5420-460,79.99
632-5491-460,36.99
632-5502-460,119.99
632-5514-460,99.9
632-5658-460,99.99
632-6030-460,169.99
632-6063-460,179.9
632-6138-460,54.89
632-6146-014,451.9
636-1205-006,260.0
640-7502-266,2051.95
640-7554-006,1385.2
640-7555-424,1699.0
642-8844-014,189.0
642-8845-078,169.9
642-8847-018,49.9
642-8848-078,169.8
642-8851-873,49.9
650-0021-009,165.86
654-0154-384,351.4245
654-0206-987,358.445
654-0656-006,66.55880952380953
654-0688-006,529.9
654-0688-012,649.9
654-0754-006,620.0
654-0760-324,257.34
654-0848-006,359.9
654-1055-002,673.1471739130441
654-1509-006,189.9
654-1806-008,169.9
654-2190-006,549.9666666666667
654-2190-008,445.2362499999999
654-2356-038,744.5428571428571
654-3169-298,299.9
654-3173-066,199.9
654-3220-875,219.06
654-4530-268,48.48336448598124
654-9104-068,510.0
654-9120-050,403.66499999999996
654-9120-793,469.94000000000005
654-9150-040,208.905
654-9175-172,131.92
659-7413-916,469.9
659-7415-916,159.9
659-7444-787,70.44874999999999
659-7447-030,104.9
660-9724-460,60.0
660-9828-460,48.9
660-9848-460,182.9
660-9849-460,182.9
660-9857-460,109.99
662-2724-006,29.9
662-2725-006,16.9
663-0006-018,79.9
663-0007-006,79.9
663-0009-006,79.9
663-0015-006,79.9
663-0016-006,79.9
668-0001-014,254.23333333333332
668-0002-014,269.9
668-0017-008,129.9
668-0017-014,128.23333333333335
668-0023-138,45.9
668-0039-018,134.9
668-0042-014,199.9
669-0050-006,91.9
670-9382-134,149.64
670-9413-114,91.26
670-9415-014,109.9
670-9458-024,143.92999999999998
670-9480-266,39.9
670-9482-014,79.9
670-9515-006,22.9
670-9526-014,59.9
670-9528-118,36.699999999999996
670-9532-008,64.9
670-9537-026,13.9
670-9539-046,59.98571428571428
670-9542-006,49.9
670-9544-008,38.31176470588241
670-9544-030,38.902499999999996
670-9546-014,49.9
670-9548-008,29.1
670-9551-058,21.3
670-9553-006,47.4
670-9554-172,39.1
670-9556-056,16.150000000000002
670-9566-006,49.9
670-9568-014,34.9
670-9571-008,24.9
670-9571-016,24.9
670-9576-014,42.4
670-9577-006,59.9
670-9579-016,24.899999999999995
670-9580-006,16.9
670-9581-014,16.9
670-9589-006,39.9
670-9590-014,44.1
670-9593-060,39.9
670-9599-008,19.9
670-9604-058,39.9
670-9622-014,54.24666666666667
670-9623-014,59.9
670-9624-014,59.9
670-9632-310,50.149999999999984
670-9633-046,23.405
670-9634-046,26.91
670-9635-046,31.759000000000004
670-9636-046,30.80909090909091
670-9637-046,38.902
670-9638-046,38.303999999999995
670-9639-046,39.9
670-9640-046,26.91
670-9648-172,49.1
670-9649-030,39.9
670-9654-008,22.9
670-9655-060,29.9
670-9658-030,32.4
670-9659-030,29.1
670-9665-014,9.9
670-9666-010,49.9
670-9668-008,49.899999999999984
670-9669-030,49.68260869565221
670-9670-008,47.62727272727272
670-9671-030,39.900000000000006
670-9672-030,44.69452054794526
670-9673-006,32.9
670-9674-008,57.6678571428572
670-9685-546,39.9
670-9686-546,43.78888888888888
670-9687-546,39.9
670-9688-046,48.78888888888888
670-9689-046,29.38666666666667
670-9690-046,25.903333333333332
670-9691-030,44.9
670-9692-030,49.90000000000004
670-9693-030,56.89999999999999
670-9694-030,38.788888888888884
670-9696-014,29.9
670-9699-006,29.1
670-9701-006,18.5
670-9703-014,14.9
670-9710-006,99.9
670-9722-546,39.9
670-9723-046,34.9
670-9725-046,39.9
670-9727-310,34.35192307692308
670-9743-066,59.9
670-9748-008,69.9
670-9752-010,89.89999999999999
670-9759-008,48.23333333333333
670-9762-008,69.89999999999999
670-9763-030,59.9
670-9764-030,39.9
670-9770-030,49.9
670-9777-014,59.9
670-9777-040,59.9
671-0111-006,94.0
675-2928-006,259.0
681-0042-006,329.9
681-0051-060,299.9
681-0054-096,89.9
681-0055-014,89.9
683-2323-012,55.99
683-2354-266,55.99
683-2519-342,129.9
683-2520-034,99.9
683-2529-006,149.9
683-2529-034,149.9
683-2531-006,159.9
683-2549-006,129.9
683-2550-034,129.9
683-2557-138,129.9
683-2563-006,129.9
683-2569-012,45.144999999999996
683-2571-014,55.79
683-2572-012,49.075
683-2574-012,57.949999999999996
683-2575-014,53.745000000000005
683-2576-014,51.38
683-2581-014,64.845
683-2584-012,49.765
683-2585-012,59.21000000000001
683-2603-188,63.99
683-2605-006,63.92
683-2606-188,79.92
683-2607-323,71.94500000000001
683-2608-018,89.99
683-2609-006,79.99
683-2610-006,55.99
683-2611-192,55.99
683-2617-006,55.99
683-2618-188,63.92
683-2619-018,55.976
683-2620-016,135.92
